fname,pathologies,comments
389-rue-de-lyon-1305_pi_2018_00038.pdf,"Désordre 1 : cour intérieure.
Le chéneau est fragilisé par l’enracinement de plantes. On constate d’ailleurs que
des pierres qui le constitue sont d’ores et déjà tombées.
Désordre 2 : façade rue de Lyon.
On note sur le chéneau une dégradation des points de pierres.
Désordre 3 : façade boulevard Didier.

L’angle de la toiture est d’ores et déjà en partie pendre

",
39-41-43-RUE-DE-LA-PALUD-1-Domaine-VENTRE-13001_2019_00276.pdf,"Immeuble du 41, rue de la Palud — 13001 MARSEILLE

Cage d'escalier :

«-Léger gonflement du mur maître à droite en montant l’escalier, décollement de
la peinture et fissures sur le mur ainsi que sur le plafond.

- Décollement de la volée, avec la présence d’une fissure.

Balcons sur cour

«-Les édicules en briques sont détériorés, la -sous-race—ues—varcons—est
détériorée. »

Appartement du ler étage :

«- L’affaissement important et l’effondrement partiel du plancher bas dénotent
une déformation importante de la structure à cet étage.

- Bombement du mur séparatif avec la cage d’escalier. Côté cage d’escalier, une
fissure verticale est présente. »

Appartement du 2ème étage :

«-La présence de moisissures et de pourrissement au niveau des ancrages des
deux poutres maîtresses et de l’enfustage du plancher haut dans la salle de bain,
présentent un risque d’effondrement partiel du plancher. »

Hangar en fond de cour :

«- L'ensemble est en très mauvais état. La toiture constituée de poutres et de
lames en bois a été recouverte d’une toile étanche de calendrite. Cette étanchéité a
été partiellement perforée, laissant passer l’eau de tous les côtés.

- Les parois de cet espace sont imbibées d’eau. Nous pouvons voir d’importantes
traces d’écoulement d’eau. Le sol est recouvert de flaques d’eau.

- Dans un réduit, qui donne du côté de l’atelier de bijouterie, nous pouvons voir
que la descente des eaux de pluie de l’immeuble n’est plus canalisée.

- L'ensemble des eaux pluviales n’est plus correctement gérée et canalisée.

- La présence de multiples parties pourries du plancher haut constituant la toiture
du hangar et la présence de murs imbibés d’eau présentent un risque généralisé
d’effondrement du hangar. »

Façade sur cour du 41, rue de la Palud :
«- Présence d’une fissure sur la façade de la cour arrière. »

Commerce en Rez-de-chaussée côté 39, rue de la Palud (bijouterie) :

«- Cet atelier est très vétuste, les conditions de travail sont sommaires dans un
environnement insalubre.

- Dans le fond de l’atelier, les murs sont dégradés et recouverts de moisissures. »

Local en Rez-de-chaussée côté 43, rue de la Palud (vacant) :

«-Ce local n’est plus exploité depuis des années selon les dires de son
propriétaire.

- Nous voyons que le doublage sur les murs est déformé sous la pression du mur
mitoyen, sur toute la longueur du local, en mitoyenneté avec le n°43 de la rue de
la Palud. L’embase est bombée.

- Une partie de ce doublage a explosé sous la poussée de la déformation du mur.

- Des pierres sont apparentes, certaines ont chu.

- Le faux-plafond a été éventré, le plancher haut est troué.

- Des pierres et tous autres éléments structurels support de l’immeuble menacent
de tomber.

Au vu de ces éléments qui impactent l’embase de la structure de la
construction, l’ensemble de l’immeuble menace de s’effondrer. »

Murs mitoyens aux 39 et 43. rue de la Palud :
«-Fissures en biais sur le mur mitoyen au 43, rue de la Palud, à tous les étages
côté 41, rue de la Palud et côté 43, rue de la Palud.

- Au rez-de-chaussée (local vacant), bombement imporcm-saroute-onguear
du local, mur déformé qui a, sous la pression, fait exploser la contre-cloison,
pierres tombées entre la contre-cloison et le mur. Le mur mitoyen est en train de
s’effondrer.

- L’enduit du pignon surélevé du 43, rue de la Palud est pulvérulent, nous
constatons des fissures.

- Fissures et enduits dégradés sur le conduit de cheminée.

- Le mur mitoyen avec le n°39 de la rue de la Palud, présente un léger bombement
et d’importantes fissures au niveau du rez-de-chaussée (bijouterie).

- Au regard des éléments relevés impactant la structure et la tenue de l’immeuble
de part et d’autre des murs mitoyens, j'ai relevé un risque important
d’effondrement de l’immeuble. »

Immeuble du 43. rue de la Palud — 1. domaine Ventre — 13001 MARSEILLE

Cage d'escalier :
«- Le mur mitoyen côté 43 rue de la Palud est également déformé, bombé en sa

base.

Façade arrière du 1, domaine Ventre (donnant sur la cour du 41, rue de la
Palud) :

«-L’angle de l’immeuble est fissuré, l’enduit se desquame et est pulvérulent.

- Depuis la cour, nous avons vu une large fissure verticale toute hauteur, qui se
profile entre deux parties constructives différentes (43, rue de la Palud et 1,
domaine Ventre).

- Couronnement du mur du 1, domaine Ventre est très dégradé. »

Immeuble du 39, rue de la Palud — 13001 MARSEILLE

Cage d'escalier :

« -La cage d’escalier, au rez de chaussée, comporte un bombement sur le mur
mitoyen au 41, rue de la Palud,

- Détériorations de l’enduit,

- Détachement d’une partie de la volée de l’escalier. »

",
39-41-rue-d-endoume-13007_2018_03299.pdf,"- Le mur mitoyen séparant la cour arrière du 41, rue d'ENDOUME avec le jardin
SAINT NICOLAS du 39, rue D'ENDOUME présente une grave fissure verticale
et deux fissures traversantes,

- ce mur, instable, peut s’écrouler à tout moment,

",
39-rue-Francois-Barbini-13003_2018_03021-edited.pdf,"- Effondrement de la volée d’escalier entre le rez-de-chaussée et le 1 étage
- Effondrement de la trémie d’escalier au 1°” étage

",
4-BOULEVARD-LOUIS-GUICHOUX-13014-2019_00622.pdf,"- Présence d’une fissure sur la façade avant de l’immeuble

- Dégradations des volées de marches,

- Dégradation de la sous face de la volée de marches entre le Rdc et le R+1
- Dégradations des limons des volées de marches,

- Fissures sur les parois des murs de la cage d’escalier,

- Présence d’humidité dans l’immeuble,

- Dégradations du plancher de l’appartement gauche du R+3,

- Dégradations du plancher de l’appartement de droite du R+3,
- Dégradations et fissures sur les murs de la cour arrière,

",
4-PLACE-DE-STRASBOURG-13003_2018_03373.pdf,"- les poutrelles des balcons sur cour du dernier étage présentent une corrosion des
parties métalliques allant au- delà de toutes les règles de sécurité. Elles menacent
de tomber et de blesser les occupants.

- Corrosion sur la toiture des balcons de l’appartement du côté gauche en montant
l’escalier.

- La fermeture latérale de la véranda du 2ème étage ne tient plus. Des éléments de
maçonnerie situés le long du sol du balcon du voisin de palier sont instables,
menacent de tomber et de blesser les occupants.

- Les poutres métalliques des balcons du dernier étage sont entièrement rongés par
la rouille. L’état d'avancement de la corrosion a fait disparaître l’âme des

poutrelles et supprimé leur résistance. Les scellemetis-aes-parac-corps-n-existent
plus.

",
4-RUE-DU-DOCTEUR-LAENNEC-13005_2018_03327.pdf,"Façades :
«- Présences de nombreuses fissures structurelles sur la façade côté rue au niveau

notamment du linteau de la porte d’entrée,

- Présence de fissures structurelles sur la façade arrière de cet immeuble,

- Présence d’éléments de maçonnerie dégradés sur cette façade arrière et risque de
chute de ces éléments

- Présence de quelques fissures structurelles au niveau des allèges et linteau des
différentes fenêtre de cette façade. »

Cage d'escalier :
«- Effondrement de la sous face de la paillasse de l’escalier au niveau de la

première volée de marches,

- Nez de marches cassés,

- Désolidarisation de marches dans les volées de l’escalier,

- Présence de fissures structurelles au niveau des murs de la cage d’escalier et
notamment au niveau des poutres situées sous les circulations de chaque niveau,

- Présence d’humidité et de revêtement dégradé dans la cage d’escalier,

- Présence de fissures au niveau des murs de la trémie de la verrière. »

",
4-RUE-SAINT-PIERRE-13006_2019_00224.pdf,"- l'instabilité structurelle de la toiture :
-flèches importantes d’une poutre soutenant une partie de toiture
- scellement de poutres anarchiques
- reprise en sous-oeuvre réalisée contrairement aux règles de l’art

- faux plafond surchargé par différents matériabx-corrques-vors-ete-y
-nombreuses fuites d’eau apparentes
- poutre fortement endommagée par l’eau et les insectes xylophages
-l’instabilité structurelle du plancher du rez de chaussée :
- enfustages totalement détruits par l’eau et les insectes xylophages qui
n’assurent plus leur rôle de maintien de plancher.
- poutres bois totalement détruites par l’eau et les insectes xylophages
- IPN installés totalement rouillés, les scellements instables, appuis
totalement incertains…
- enduits assurant l’imperméabilité des murs totalement absents, murs
regorgeant d’eau
- l'instabilité des cloisons des parties communes.
- ensemble des cloisons mitoyennes avec la cage d’escalier en compression
et fortement fissurées
- fissuration verticale de la façade de la toiture au Rez de chaussée

",
4-impasse-du-prophete-13003_2019_00298.pdf,"- Instabilité importante de l’ensemble des balcons permettant de desservir les
appartements du premier étage,

- Tassement du bâti probablement lié à une importante fuite d’eau des
évacuations,

- Instabilité des avancées bétons et des balcons,

- Instabilité des murs de refends

",
4-rue-d-aix-13001-PI-2018_03012-edited-2.pdf,"ler étage :
- Effondrement partiel du faux plafond d’une cabine de douche et rupture d’un

bois d’enfustage du plancher haut du ler étage.

2ème étage :

- Bois d’enfustage dégradé ou absent avec la présence du revêtement de sol visible
par le dessous du plancher.

- Effondrement du faux plafond et rupture des bois d’enfustage du plancher
supérieur.

- Effondrement des planchers bas des paliers /sanitaires du 1” au 3ème étages

",
4-rue-desaix-13003_2019_00918.pdf,"- Façades :
- Façades avant et arrière en très mauvais état.

- Inclination du bâtiment.

- Fissure transversale en cisaillement, notamment dans le pilier formant tableau de
la porte d’entrée par la distorsion du bâtiment.

- Des fissures horizontales et verticales par l’inclinaison de la structure.

- Distorsion des tableaux.

- Intérieur de l’immeuble :
- Inclinaison des escaliers, entre les refends verticaux et le limon.

- Mauvais état de la poutraison.

- Les murs de refends intérieurs sont décollés du plancher.

- Des fissures diagonales par un effet de cisaillement de la structure.
- Des fissures horizontales dues à un tassement du l’immeuble.

- Des fissures avec apport d'humidité.

",
4-rue-pytheas-arrete_pi_2018_02930-final.pdf,"Façades :
- Des débris d’enduit et de matière menacent de tomber sur la chaussée.

Cage d'escalier :

-Les quarts tournants de deux volées d’escalier se sont affaissés, la structure en
sous-face est détériorée, des bouts de manières sont en suspension et menacent de
tomber.

- Basculement côté vide de ces volées.

Appartement du premier étage.

- Une souplesse anormale du plancher dans la salle de bain présentant un risque
d’effondrement

",
40-rue-de-bruys-13005_2018_03243.pdf,"- Trou important ayant dégradé en majeure partie les fondations du mur mitoyen et
de la façade de l’immeuble

- Plancher du hall partiellement en suspension

- Importantes fissures dans le hall et dans les appartements

- Affaissement de l’escalier notamment de la 1ère volée

- Gonflement du mur mitoyen (compression) laissant tomber des morceaux
d’enduits dans l’escalier

- Risques d’effondrement partiel du mur mitoyen et-œe—rx TAaÇaUT HE VOT TE Par tone
du n°42

",
40-rue-de-l-olivier-13005_2019_00047.pdf,"- Une fissure en biais sur la cloison séparative entre le commerce et le hall

- Un tassement partiel du plancher bas du hall d’entrée de l’immeuble.

- Un décollement de la première marche sur la première volée d’escalier

- Un effondrement partiel d’une marche dans le quart tournant de l’escalier.

- Une fissuration le long de la poutre du chevêtre.

- Un tassement du plancher bas du ler étage situé à droite de l’escalier et de la
cloison séparative entre appartements.

- Une rupture du limon de l’escalier avec décollemeri-ues-crrenres-ae-prarre-

- Des fissures en sous face de la volée d’escalier

- Un effondrement du plafond du dernier étage de la cage d’escalier.

- La rupture d’une poutre de la charpente bois de l’immeuble.

- Un certain nombre de fissures sur la façade rue dont certaines ont été réparées et
se sont réouvertes.

",
40-rue-jean-roque-13006_2019_00044.pdf,"- des fissures affectent la façade, dont beaucoup sur totrte-sa-ratreur-

- la corniche en pierre de la façade est fortement dégradée, des morceaux en ont
chuté par endroit sur toute la longueur, et récemment à l’angle droit.

- le plancher haut visible depuis le local du rez-de-chaussée est très dégradé, ses
enfustages, dégradés, ne sont plus recouverts de plâtre et ses poutres semblent
abîmées.

- la courette arrière présente des infiltrations.

- le fond de la cave laisse apparaître de l’eau stagnante.

- l’appartement situé à l’arrière est dépourvu de revêtement de sol.

- le hall d’entrée est affecté d’une fissure verticale importante qui se poursuit en
plafond.

- la colonne d’eaux usées est affectée d’un fuite importante et ancienne au plafond
du hall et présente plusieurs traces de dégradation jusqu’au plafond de la
sous-face du dernier étage, les fuites, anciennes, affectant des éléments de
structure.

- la cage d’escalier, avec des déstructurations importantes, par endroit consolidée,
est menaçante et non sécurisée, des éléments d’enduit se sont détachés de sa
sous-face.

- la toiture est mauvais état côté rue.

",
41-rue-d-endoume-13007_2018_03313.pdf,"- L’immeuble, présente des fissures importantes à 45° sur le mur droit de la cage
d’escalier et des fissures du même type au premier et deuxième étage,

- Nombreuses fissures sur la façade arrière et sur le refend donnant sur la cage
d’escalier,

- Etat de fragilité générale des éléments de planchers et des murs de l’immeuble.

",
41-rue-de-rome-pi_2018_02952-final.pdf,"dans l’appartement du 2ème étage droit appartenant à RE ct dans le local
commercial situé en dessous au 1° étage appartenant Ed |

- affaissement caractéristique du plancher bas du second étage

- état d’altération du plancher haut du premier étage sous la zone sinistrée

risquent d’engendrer un phénomène d’effondrement du plancher bas du second étage

",
42-BIS-RUE-FRANCOIS-BARBINI-13003_2018_03370.pdf,"concernant la cage d’escalier de l’immeuble en fond de cour:

- destruction de la porte de communication.

- décrochement de part et d’autre de la cloison séparative et de l’accès au toit
terrasse.

- fissuration importante et biaise de la cloison séparative de la cage d’escalier et
de l’accès à la toiture terrasse, côté cage d’escalier.

- fissuration horizontale le long de la cloison séparatire-ao-mrvreatecu-prnener

- fissuration du plafond située sur le palier du dernier étage de l’immeuble

- destruction d’une poutre en bois de la toiture par la pourriture cubique avec un
risque certain d’effondrement et de blessure des habitants

",
42-TRAVERSE-DES-POLYTRES-13013_2018_03094.pdf,"- Le mur de soutènement est en partie effondré (5 mètres de large sur 3mètres de
hauteur) sur la voie publique.

- le mur formant l’angle entre la traverse Laurent Maero et la rue des Polytres
présente plusieurs fissures.

- Dans la traverse Laurent Maero, se trouve un mur de clôture présentant un ventre
important.

",
42-rue-d-aubagne-13001_2019_00113.pdf,"- une fissure en façade sur rue au-dessus de l’entrée d’immeuble n°42, inclinée vers le n°42,
qui se poursuit sur les trois niveaux du n° 44,

- une fuite importante sur les réseaux d'évacuation située dans l’angle de la cage d’escalier,

- une déstructuration des limons de l’escalier en plusieurs endroits,

",
42-rue-de-bruys-13005_2018_03303.pdf,"- Trou important sur le trottoir, la majeure partie des fondations du mur mitoyen et
de la façade de l’immeuble a été ravinée

- Plancher du hall partiellement en suspension

- Importantes fissures dans le hall sur le plafond et sur les murs

- Affaissement de l’escalier notamment de la 1ère volée

- Gonflement du mur mitoyen (compression) laissant tomber des morceaux
d’enduits dans l’escalier

- Gonflement du tableau de l’entrée de l’immeuble (Compression
- Risques d’effondrement partiel du mur mitoyen et de la façade avec la parcelle
du n°40

",
42_BIS_RUE_FERRARI-13005_2018_03335.pdf,"- Escalier des communs présentant de graves dégradations, les traverses ne sont
plus supportées par le mur côté intérieur du couloir, ce mur doit être démoli et
repris par des agglos de 10 à minima avec une arase de béton.
- La charpente supportant la main courante doit être remplacée.
Toiture effondrée présentant de larges crevasses et des tuiles manquantes suite à
des chutes dans les combles. Il a été posé une bâche mais celle ci est mal fixée,
pose des sacs sur la bâche de tuiles récupérées dans les combles et de ficelles en

nylon attachées sur des souches de cheminées. En chs-mevent VIOIONT, DIT CIEL UC
voile pourra emporté facilement les sacs de gravois et tuiles et les faire tomber sur
la voie publique.

",
43-45-rue-michel-gachet-13007_2019_00151.pdf,"- La façade présente de nombreuses fissures et dégradations dont certaines
indiquent des risques de ruine et de chute. Des filets de protection ont été installés,
- Les poutres et les planchers du premier niveau présentent des fissures
structurelles et un trou,

- La verrière et les parois de la cheminée de l’immeuble sont fortement dégradées,
- Les planchers hauts des niveaux présentent des fissures structurelles et des
débuts d’affaissement,

- Les parois verticales et éléments de structure vertibaux-som-ronementuegraues
et présentent des fissures structurelles et des désordres fragilisant la structure de
l’immeuble,

- Les parois et les planchers des appartements présentent de nombreuses fissures,

- La terrasse des appartements du dernier niveau sont fortement dégradés et
présente de nombreuses fissures compromettant leur solidité,

- Le parc de stationnement au rez-de-chaussée présente des désordres dans
certaines zones, notamment des fissures situées sur le plancher haut (cf. annexe 2),

",
43-RUE-DU-DOCTEUR-JEAN-FIOLLE-13006_2018_03377.pdf,"- Présence de fissures sur la façade avant de l’immeuble

- Dégradations et fissures sur le limon de l’escalier et la sous face de la paillasse à
chaque niveau

- Dégradation importante de la sous face de la paillasse de l’escalier au niveau du
rez de chaussée (espace sous la volée montant au R+1)

- Présence d’un défaussement sur le mur de la façade

- Présence d’un désordre sur une poutre au niveau du R+1

- Présence d’une humidité sur les murs de la cage d’escalier

- Présence de fissures sur les murs de la cage d’escalier et les différentes marches

- Présence de fissures sur les murs de la cheminée située sous la verrière du

dernier niveau

",
43-RUE-MONTOLIEU-13002_2019_00318.pdf,"- Mouvement structurel important des planchers, de k-orcure-

- Nombreuses défaillances sur les réseaux électriques vétustes (présentant des
risques importants d’incendie et/ou d’électrocution pour les utilisateurs) et sur les
installations de gaz.

- Nombre important de fissures impactant le bâtiment

",
44-RUE-D-AIX-13001_2019_00492.pdf,"- Présence de fissures structurelles et dégradations sur les façades de l’immeuble

- Fragilisation de la structure de l’immeuble

- Présence de nombreuses fissures dans les communs de l’immeuble,

- Présence de fissures et de dégradations dans la cage d’escalier,

- Présence de nombreuses traces de corrosion sur les aciers en sous face des
balcons,

- Traces importantes d'humidité au niveau de l’immeuble,

- Traces d’incendie dans la cage d’escalier

",
44-RUE-SAINT-PIERRE-13005_2018_02826.pdf,"La toiture est partiellement effondrée suite à une rupture de poutre.

Les pannes de la toitures sont en mauvais état.

Quelques tuiles sont cassées (en dehors de celles effondrées).

Le faux plafond en canisse et plâtre sous la toiture est surchargé de décombres
issus de l’effondrement de la couverture ainsi que de débris et objets. Il est par
ailleurs chargé d’eau.

",
44-RUE-TOUSSAINT-13003_2018_03367.pdf,"- présence de multiples fissures indiquant de nombreux mouvements des murs
principaux

- présence de tirants anciens témoignant d’une antériorité des désordres

- vétusté avancée des façades et de l’ensemble de l’immeuble

- dégradation des liaisons structurelles des planchers (enfustages) provoquant leur
instabilité

- nombreuses pathologies confirmant son instabilité structurelle

- fissures traversantes en façade indiquant un mouvement important

- apparition récentes de fissures indiquant une évolution rapide

- un risque d’effondrement important du bâtiment

",
47-RUE-SAINT-PIERRE-13005_2018_03102.pdf,"- Présences de nombreuses fissures structurelles sur la façade côté rue au niveau
notamment du linteau de la porte d’entrée

- Présence d’un décalage au niveau du linteau de la fenêtre du R+1 à droite

- Présence de fissures structurelles au niveau des allèges et linteau des différentes
fenêtre de cette façade

- Présence de fissures structurelles au niveau des murs de la cage d’escalier et
notamment sous les poutres

- Présence de désordres structurels sur les volées de marche

- Présence de désordre en sous face de la paillasse de l’escalier au rez de chaussée
- Présence d’humidité et de revêtement dégradé dans la cage d’escalier

- Présence de fissures structurelles sur la façade arrière de l’immeuble

- Présence de nombreuses fissures structurelles au niveau des murs situés sous la
verrière

- Présence de dégradations structurelles au niveau du plancher haut de l’accès aux
caves

Pour les appartements du R+ 1 :

- Planchers présentant une instabilité

- Présence de fissures sur les murs et au-dessus des linteaux des appartements

- Présence de fissures sur les murs des appartements

",
48-RUE-MONTOLIEU-13002_2019_00550.pdf,"Les façades sur rues Montolieu et Malaval:
- Nombreuses fissures verticales (notamment sur les allèges et l’angle du bâtiment) ;

- Menuiseries instables des façades sur rue avec risque de tomber et de blesser les
piétons ;
- Des volets type «persiennes» perdent leurs lattes de bois.

La cage d'escalier :

- Fissure rampante le long du limon de la volée située erire-e-enre-erre-renmre
étage ;

- Fissures sur toute hauteur sur le limon et sur la façade de la courette.

Appartement 2ème étage gauche :
- Le plancher bas de l’appartement est fortement déformé et en pente avec risque
d’effondremenr ;
- Rehausse avec surcharge du plancher de la cuisine et des toilettes ;
- Déstructuration du revêtement de sol dans le secteur :
- de la chambre parentale ;

- dans le couloir d’accès à cette chambre ;
- dans le séjour accès chambre enfant ;
- dans la cuisine (fissuration sur le revêtement).

Appartement 3ème étage gauche :

- Importantes fissures sur les parois porteuses et de division ;

- Démolition partielle de cloisons ;

- Le plancher bas de l’appartement est fortement déformé et en pente avec
décollement des cloisons et avec un risque d’effondremenr;

- Le revêtement de sol du plancher bas est déstructuré.

Appartement 3ème étage droit :
- le plancher de l’appartement présente une forte inclinaison avec décollement du
revêtement de sol avec risque d’effondremenr .

",
49-ROUTE-DE-LA-VALENTINE-13011_2018_02920.pdf,"Mur de soutènement en pierres sèches :
- Une partie du mur est effondrée,
- Les pierres ne sont plus stables,
- Les racines des arbres à proximité exercent une contre-pression sur ledit mur de
soutènement,
- Le mur présente plusieurs ventres, signifiant qu’il n’est plus stable.
- Les épisodes pluvieux prévus vont générer une contre-pression sur ce mur de
soutènement non stable. Les racines des arbres vont favoriser la migration des
eaux pluviales qui vont également contribuer à fragiliser ledit mur.
- Ce mur de soutènement peut continuer à s’effondrer partiellement à tout
moment.
",
49-RUE-SAINT-PIERRE-13005_2018_03095.pdf,"- fissures structurelles nombreuses sur la façade côté rue, notamment au niveau de
la porte d’entrée, des linteaux, des allèges de différentes fenêtres, d’une verticale à
l’angle droit de l’immeuble, d’un décalage au niveau du linteau de la fenêtre R + 1
à droite

- fissures structurelles sur la façade arrière de l’immeuble

- fissures structurelles au niveau des murs de la cage d’escalier et notamment sous
les poutres ainsi que sur les murs situés sur et sous la trémie de la verrière

- désordres structurels sur les volées d’escalier et et-sous-race-ue-ra-panrasse-au——

rez de chaussée,

",
49-rue-clovis-hugues-13003_2019_00046.pdf,"- fissures longues et obliques sur la façade sur rue,

- effondrement de la volée d’escalier du rez-de-chaussée au R+1
- Effondrement du plafond de l’entrée

- Fissure verticale en rive de l’immeuble

- les linteaux bois très altérés par les infiltrations d’eau

- linteau béton fissuré de la porte cochère

",
49-rue-des-bons-enfants-13006_2018_03433.pdf,"- Présence de nombreuses fissures structurelles sur la façade côté rue au niveau
notamment du linteau de la porte d’entrée,

- Présence de nombreuses fissures structurelles au niveau des allèges et linteaux
des différentes fenêtres de cette façade,

- Présence de fissures structurelles au niveau des hrars-ae--cage-n-eseanier-ce
notamment sous les poutres,

- Présence de désordres structurels sur les volées de marches,

- Présence d’humidité et de revêtement dégradé dans la cage d’escalier,

- Présence de fissures structurelles sur la façade arrière de l’immeuble.

Nous avons pu visiter des appartements au R+3, R+2, R+ 1 et avons constaté :
- Planchers présentant une flèche et des fissures importantes au R+3,
- Présence d'écoulement d’eau en partie basse des murs du R+3,
- Fort taux d’humidité sur le plancher haut du R+1,
- Présence de fissures sur les murs et au-dessus des linteaux des appartements,
- Présence de fissures importantes au niveau des sanitaires situés sur les paliers à
la jonction avec la cage d’escalier. »

",
5-rue-caussemille-13005_2018_03508.pdf,"- Chute sur la voie publique de blocs de mortiers provenant des rebouchages des
engravures des IPN de confortement de la façade, réalisés au mortier sans
grillage ;

- Présence de différentes fissures structurelles dans l’ensemble des appartements,
et notamment en jonction cloisons/mur de façade, indiquant une instabilité du
bâtiment ;

- Compression de certaines cloisons sous l’effet des planchers, entraînant des
descellements des huisseries ;

- Détérioration des murs, planchers, enfustages et-pouires-par-ue-romoreuses
fuites d’eau ;

- Effondrement partiel du faux-plafond et du plancher haut du hall d’entrée,
correspondant à l’appartement du premier étage droit, ;

- Important affaissement du plancher de cet appartement présentant une flèche
d’environ 15 cm, avec un risque important d’effondrement ;

- Effondrement partiel du plancher de la salle d’eau du même appartement ayant
entraîné le bloc sanitaire qui est en partie passé au travers le plancher au-dessus
du hall d’entrée;

- Affaissement du faux-plafond placo de l’appartement du rez-de-chaussée

- Présence de « fausses coupures » EDF à proximité du plancher effondré, avec
danger d’électrocution en cas de ruissellement ;

- Infiltrations dans le plafond du dernier étage, liées à la toiture tout aussi vétuste.

",
5-rue-du-village-13006_2018_03273.pdf,"Dans les étages :
- La façade est fort dégradée.

- La couverture : Nous notons que la toiture PERRET pr GE —-HANTENTE
l’immeuble hors d’eau avec des infiltrations d’eau dans la cage d’escalier.

Dans l'appartement du dernier étage :

- Le faux plafond du séjour est partiellement effondré.

- De l’eau couvre le revêtement de sol.

- Une fissure en biais se profile sur le mur mitoyen avec l’immeuble 7.

- Une fissure en biais sur toute la largeur du trumeau apparait entre les deux
fenêtres du séjour.

- La volée d’escalier du dernier étage devient dangereuse.

Au deuxième étage dans le séjour :
- Présence d’une fissure en biais le long du mur mitoyen avec le n°7
- Fissure dans l’angle du plancher haut avec le mur mitoyen et la façade.

Au premier étage dans le séjour :

- Une fissure en biais sur le mur mitoyen.

- Une fissure en biais sur le plafond en plâtre allant du haut de la fissure du mur
mitoyen au linteau de la fenêtre et se poursuivant le long de la fenêtre.

- Une fissure en biais sur le plafond en plâtre démarrant de la seconde fenêtre du
séjour et courant vers le mur mitoyen.

Cage d'escalier :
- Infiltration d’eau par le plein ciel.

- Dégradation et une détérioration d’une volée d’escalier.
- Fissure verticale sur la hauteur d’une volée.

Sous-sol du 5 rue de Village :

- Fissure sur le mur mitoyen avec du salpêtre et un décollement d’enduit du côté
de l’escalier qui semble correspondre à une ancienne ouverture bouchée.

- Etais de soutien des poutrelles du plancher ancrées dans le mur mitoyen.

- Très forte humidité dans l’angle du mur mitoyen et de la façade sur la rue de
Village.

- L’immeuble est fermé et vide de toute occupation dans sa partie comprise entre
le 1* et le 3eme étage.
- Le périmètre de sécurité est déjà en place.
- Les protections antérieurement mises en place pour la façade sont suffisantes.
- Faire purger les maçonneries instables à l’intérieur de l’immeuble.
- Faire établir un Cahier des Clauses Techniques Particulières par un homme de
l’art (architecte ou Bureau d’Etudes Techniques) pour vérifier :
- L'état de la toiture.
- L'état des planchers bas du 3ème et du 2ème étage.
- L'état de la volée d’escalier.
- Le mouvement structurel sur le mur mitoyen et la façade.
- Le mouvement structurel situé à la jonction du mur mitoyen (côté 7) et du
mur de la façade sur rue.
- Faire établir un Plan Général de Coordination par un coordonnateur Sécurité et

Protection de la Santé en cas de coactivités.
- Faire réaliser la vérification de la toiture et sa remise en état.
- Supprimer les venues d’eau en pied de la façade et du mur mitoyen.

",
53-RUE-DES-TROIS-FRERES-BARTHELEMY_2018_03114.pdf,"Puits de lumière :

- un décollement d’enduit dans le puits de lumière

- une fissuration générale entre le puits de lumière et le plafond du palier en
canisse plâtrée.

- un défaut de fixation entre le cadre de la trappe d’accès aux combles et le
plafond.

- un trou béant dans la cloison et le plafond pour le passage d’un câble électrique.
Palier du dernier étage de la cage d'escalier :

- Au-dessus de l’escalier une masse de maçonnerie instable prête à tomber, au
niveau de la poutre de chevêtre

- Une fissure verticale sur le séparatif entre l’appartement et les communs sur
toute hauteur.

Volée d'escalier du 2ème étage :

- présence d’une fissure en travers de la sous-face de la volée se retournant sur la
cloison séparative avec l’appartement.

Volée d'escalier du ler étage :

- présence d’un descellement du raidisseur de la rampe d’escalier

- présence d’une importante fissure sur la poutre plâtrière du chevêtre

Combles :

- un trait de lumière entre le bâti du puits de lumière et la structure porteuse.

- le seuil de la porte du chien-assis d’accès à la toiture est fort dégradé.

- des traces de passages d’eau anciens.

Cour :

- présence de maçonneries instables à la hauteur de la poutre métallique et/ou sur
le nez de dalle du revêtement de sol, sur les balcons du 1” et 2eme étage

",
55-ALLEES-LEON-GAMBETTA_2019_00221.pdf,"Destructuration avancée, état d’abandon et de ruine des appartements situés au 2ème, 3ème et
4ème étage :

- destructuration des linteaux des fenêtres sur rue

- ruine des menuiseries avec de larges entrées d’eaux.

- fuites en toiture importantes

- fissures sur les parois

",
56-RUE-DE-LA-LOUBIERE-13006_2019_00548.pdf,"- Fissures structurelles sur les façades avant et arrière de l’immeuble ;
- Dégradations structurelles des volées de marches et des planchers des paliers des
étages ;
- Fissures structurelles sur les murs des communs ;
- Fissures structurelles dans les appartements visités rotarmmen-cote-raçaue-scr————

l’appartement du R+2 côté rue,
- Présence d’humidité dans la cave ;
- Fissures structurelles sur le plancher haut et les murs de la cave ;
- Fissures structurelles sur le mur mitoyen du 54 rue de la Loubière ;
- Dégradations structurelles des balcons,

",
